啊	ɑ
暈	ɦyn³⁴
韻	ɦyn³⁴
絎	ɦɑ̃⁵³
閑	ɦɛ⁵³
鹹	ɦɛ⁵³
銜	ɦɛ⁵³
癇	ɦɛ⁵³
鷳	ɦɛ⁵³
餡	ɦɛ³⁴
恆	ɦəŋ⁵³
韓	ɦø⁵³
頷	ɦø²³
揚	ɦiɑ̃⁵³
陽	ɦiɑ̃⁵³
楊	ɦiɑ̃⁵³
煬	ɦiɑ̃⁵³
瘍	ɦiɑ̃⁵³
養	ɦiɑ̃²³
癢	ɦiɑ̃²³
樣	ɦiɑ̃³⁴
榮	ɦioŋ⁵³
嶸	ɦioŋ⁵³
蠑	ɦioŋ⁵³
塋	ɦioŋ⁵³
滎	ɦioŋ⁵³
鎣	ɦioŋ⁵³
傭	ɦioŋ³⁴
鏞	ɦioŋ⁵³
鱅	ɦioŋ⁵³
陘	ɦiɲ⁵³
熒	ɦiɲ⁵³
瑩	ɦiɲ⁵³
螢	ɦiɲ⁵³
營	ɦiɲ⁵³
瀠	ɦiɲ⁵³
蠅	ɦiɲ⁵³
贏	ɦiɲ⁵³
潁	ɦiɲ²³
穎	ɦiɲ²³
紇	ɦiɪˀ¹²
齕	ɦiɪˀ¹²
協	ɦiɪˀ¹²
挾	ɦiɪˀ¹²
擷	ɦiɪˀ¹²
纈	ɦiɪˀ¹²
葉	ɦiɪˀ¹²
頁	ɦiɪˀ¹²
曄	ɦiɪˀ¹²
燁	ɦiɪˀ¹²
譯	ɦiɪˀ¹²
嶧	ɦiɪˀ¹²
懌	ɦiɪˀ¹²
繹	ɦiɪˀ¹²
驛	ɦiɪˀ¹²
軼	ɦiɪˀ¹²
鎰	ɦiɪˀ¹²
猶	ɦiɤ⁵³
郵	ɦiɤ⁵³
蕕	ɦiɤ⁵³
鈾	ɦiɤ⁵³
魷	ɦiɤ⁵³
銪	ɦiɤ²³
誘	ɦiɤ²³
餱	ɦɤ⁵³
后	ɦɤ²³
後	ɦɤ²³
鱟	ɦɤ³⁴
醫	i⁵³
銥	i⁵³
憶	i³⁴
瘞	i³⁴
鐿	i³⁴
喲	iɑˀ⁵⁵
約	iɑˀ⁵⁵
鵒	ioˀ⁵⁵
謁	iɪˀ⁵⁵
靨	iɪˀ⁵⁵
釔	iɪˀ⁵⁵
縊	iɪˀ⁵⁵
陰	in⁵³
蔭	in⁵³
銦	in⁵³
飲	in²³
隱	in²³
癮	in²³
應	in⁵³
鶯	in⁵³
嬰	in⁵³
攖	in⁵³
纓	in⁵³
罌	in⁵³
瓔	in⁵³
鷹	in⁵³
縈	in⁵³
瀅	in³⁴
癭	in²³
鎵	kɑ⁵³
價	kɑ³⁴
駕	kɑ³⁴
階	kɑ⁵³
屆	kɑ³⁴
尷	kɛ⁵³
姦	kɛ⁵³
間	kɛ⁵³
監	kɛ⁵³
揀	kɛ²³
減	kɛ²³
礆	kɛ²³
鹼	kɛ²³
襇	kɛ²³
鐧	kɛ²³
鹼	kɛ²³
澗	kɛ³⁴
鑒	kɛ³⁴
縞	kɔ²³
鎬	kɔ²³
誥	kɔ³⁴
鋯	kɔ³⁴
膠	kɔ⁵³
鮫	kɔ⁵³
絞	kɔ²³
鉸	kɔ²³
岡	kɑ̃⁵³
剛	kɑ̃⁵³
崗	kɑ̃⁵³
綱	kɑ̃⁵³
鋼	kɑ̃⁵³
講	kɑ̃²³
溝	kɤ⁵³
鈎	kɤ⁵³
鉤	kɤ⁵³
緱	kɤ⁵³
構	kɤ³⁴
詬	kɤ²³
購	kɤ³⁴
夠	kɤ³⁴
覯	kɤ³⁴
乾	kø⁵³
幹	kø⁵³
桿	kø⁵³
稈	kø²³
趕	kø²³
紺	kø³⁴
贛	kø³⁴
尷	kɛ⁵³
姦	kɛ⁵³
間	kɛ⁵³
監	kɛ⁵³
揀	kɛ²³
減	kɛ²³
礆	kɛ²³
鹼	kɛ²³
襇	kɛ²³
鐧	kɛ²³
鹼	kɛ²³
澗	kɛ³⁴
鑒	kɛ³⁴
鴿	kəˀ⁵⁵
鉿	kəˀ⁵⁵
頜	kəˀ⁵⁵
鎵	ka⁵³
價	ka³⁴
駕	ka³⁴
階	ka⁵³
屆	ka³⁴
鍇	kʰa²³
宮	koŋ⁵³
鞏	koŋ²³
貢	koŋ³⁴
擱	koˀ⁵⁵
閣	koˀ⁵⁵
鉻	koˀ⁵⁵
轂	koˀ⁵⁵
穀	koˀ⁵⁵
國	koˀ⁵⁵
槨	koˀ⁵⁵
覺	koˀ⁵⁵
剮	ko²³
詿	ko³⁴
掛	ko³⁴
蝸	ko⁵³
颳	kuɑˀ⁵⁵
鴰	kuɑˀ⁵⁵
摑	kuɑˀ⁵⁵
個	ku³⁴
軲	ku⁵³
鴣	ku⁵³
詁	ku²³
鈷	ku²³
蠱	ku²³
顧	ku³⁴
錮	ku³⁴
鯝	ku³⁴
堝	ku⁵³
鍋	ku⁵³
過	ku³⁴
賈	ku²³
錁	ku²³
媧	kuɑ⁵³
廣	kuɑ̃²³
獷	kuɑ̃²³
誑	kuɑ̃³⁴
鄺	kuɑ̃²³
慣	kuɛ³⁴
關	kuɛ⁵³
鰥	kuɛ⁵³
鶻	kuəˀ⁵⁵
蟈	kuəˀ⁵⁵
幗	kuəˀ⁵⁵
袞	kuəŋ²³
緄	kuəŋ²³
輥	kuəŋ²³
滾	kuəŋ²³
鯀	kuəŋ²³
錕	kuəŋ⁵³
鍇	kʰa²³
緙	kʰɑˀ⁵⁵
銬	kʰɔ²³
磽	kʰɔ⁵³
龕	kʰø⁵³
闞	kʰø³⁴
墾	kʰəŋ²³
懇	kʰəŋ²³
殻	kʰoˀ⁵⁵
殼	kʰoˀ⁵⁵
嚳	kʰoˀ⁵⁵
擴	kʰoˀ⁵⁵
愨	kʰoˀ⁵⁵
慤	kʰoˀ⁵⁵
摳	kʰɤ⁵³
瞘	kʰɤ⁵³
頏	kʰɑ̃³⁴
閌	kʰɑ̃³⁴
鈧	kʰɑ̃³⁴
開	kʰɛ⁵³
鐦	kʰɛ⁵³
凱	kʰɛ²³
塏	kʰɛ²³
愷	kʰɛ²³
鎧	kʰɛ²³
愾	kʰɛ³⁴
鯤	kʰuəŋ⁵³
閫	kʰuəŋ²³
睏	kʰuəŋ³⁴
闊	kʰuəˀ⁵⁵
軻	kʰu⁵³
顆	kʰu⁵³
課	kʰu³⁴
騍	kʰu³⁴
庫	kʰu³⁴
絝	kʰu³⁴
褲	kʰu³⁴
誇	kʰo⁵³
咼	kʰua⁵³
噲	kʰua³⁴
蕢	kʰua³⁴
剋	kʰəˀ⁵⁵
孌	lø²³
孿	lø⁵³
巒	lø⁵³
攣	lø⁵³
欒	lø⁵³
鸞	lø⁵³
臠	lø⁵³
灤	lø⁵³
鑾	lø⁵³
亂	lø³⁴
鋃	lɑ̃⁵³
閬	lɑ̃³⁴
樂	lɔˀ¹²
來	lɛ⁵³
崍	lɛ⁵³
徠	lɛ⁵³
徠	lɛ³⁴
淶	lɛ⁵³
萊	lɛ⁵³
錸	lɛ⁵³
賚	lɛ³⁴
睞	lɛ³⁴
縲	lɛ⁵³
鐳	lɛ⁵³
誄	lɛ²³
壘	lɛ²³
類	lɛ³⁴
纍	lɛ²³
纍	lɛ³⁴
婁	lɤ⁵³
僂	lɤ⁵³
嘍	lɤ⁵³
蔞	lɤ⁵³
樓	lɤ⁵³
耬	lɤ⁵³
螻	lɤ⁵³
髏	lɤ⁵³
嶁	lɤ²³
摟	lɤ⁵³
簍	lɤ⁵³
瘺	lɤ³⁴
瘻	lɤ³⁴
鏤	lɤ³⁴
撈	lɔ⁵³
勞	lɔ⁵³
嘮	lɔ⁵³
嶗	lɔ⁵³
癆	lɔ⁵³
鐒	lɔ⁵³
銠	lɔ²³
澇	lɔ³⁴
耮	lɔ³⁴
蘿	lɔ⁵³
鄰	ləŋ⁵³
掄	ləŋ⁵³
侖	ləŋ⁵³
倫	ləŋ⁵³
圇	ləŋ⁵³
淪	ləŋ⁵³
綸	ləŋ⁵³
輪	ləŋ⁵³
論	ləŋ³⁴
靚	liɑ̃³⁴
倆	liɑ̃²³
涼	liɑ̃⁵³
糧	liɑ̃⁵³
兩	liɑ̃²³
魎	liɑ̃²³
諒	liɑ̃³⁴
輛	liɑ̃²³
遼	liɔ⁵³
療	liɔ⁵³
繚	liɔ⁵³
鐐	liɔ³⁴
鷯	liɔ⁵³
劉	liɤ⁵³
瀏	liɤ⁵³
餾	liɤ⁵³
騮	liɤ⁵³
鎦	liɤ⁵³
綹	liɤ²³
鋶	liɤ²³
鷚	liɤ⁵³
曆	liɪˀ¹²
歷	liɪˀ¹²
嚦	liɪˀ¹²
壢	liɪˀ¹²
瀝	liɪˀ¹²
藶	liɪˀ¹²
櫪	liɪˀ¹²
櫟	liɪˀ¹²
癧	liɪˀ¹²
轢	liɪˀ¹²
慄	liɪˀ¹²
礫	liɪˀ¹²
蒞	liɪˀ¹²
躒	liɪˀ¹²
靂	liɪˀ¹²
鋝	liɪˀ¹²
淚	li³⁴
釐	li⁵³
離	li⁵³
驪	li⁵³
鸝	li⁵³
灕	li⁵³
縭	li⁵³
蘺	li⁵³
鱺	li⁵³
籬	li⁵³
禮	li²³
裏	li²³
裡	li²³
邐	li²³
鋰	li²³
鯉	li²³
鱧	li²³
厲	li³⁴
麗	li³⁴
勵	li³⁴
癘	li³⁴
儷	li³⁴
酈	li⁵³
礪	li³⁴
糲	li³⁴
蠣	li³⁴
呂	li²³
穭	li²³
鄰	lin⁵³
臨	lin⁵³
轔	lin⁵³
鱗	lin⁵³
凜	lin²³
廩	lin²³
懍	lin²³
檁	lin²³
藺	lin³⁴
躪	lin³⁴
靈	lin⁵³
嶺	lin⁵³
鈴	lin⁵³
鴒	lin⁵³
欞	lin⁵³
綾	lin⁵³
齡	lin⁵³
鯪	lin⁵³
領	lin²³
龍	loŋ⁵³
嚨	loŋ⁵³
瀧	loŋ⁵³
蘢	loŋ⁵³
櫳	loŋ⁵³
瓏	loŋ⁵³
朧	loŋ⁵³
礱	loŋ⁵³
籠	loŋ²³
籠	loŋ⁵³
聾	loŋ⁵³
隴	loŋ²³
壟	loŋ²³
壠	loŋ²³
攏	loŋ²³
樂	loˀ¹²
躒	loˀ¹²
陸	loˀ¹²
錄	loˀ¹²
録	loˀ¹²
淥	loˀ¹²
祿	loˀ¹²
轆	loˀ¹²
綠	loˀ¹²
緑	loˀ¹²
濼	loˀ¹²
絡	loˀ¹²
犖	loˀ¹²
駱	loˀ¹²
嚕	lu²³
擼	lu²³
盧	lu⁵³
廬	lu⁵³
蘆	lu⁵³
壚	lu⁵³
瀘	lu⁵³
爐	lu⁵³
櫨	lu⁵³
臚	lu⁵³
轤	lu⁵³
鸕	lu⁵³
艫	lu⁵³
顱	lu⁵³
鱸	lu⁵³
滷	lu²³
鹵	lu²³
虜	lu²³
擄	lu²³
魯	lu²³
櫓	lu²³
鑥	lu²³
賂	lu³⁴
輅	lu³⁴
鷺	lu³⁴
氌	lu²³
驢	lu⁵³
羅	lu⁵³
玀	lu⁵³
腡	lu⁵³
蘿	lu⁵³
邏	lu⁵³
欏	lu⁵³
鑼	lu⁵³
籮	lu⁵³
騾	lu⁵³
鏍	lu⁵³
嘸	m̩⁵³
畝	m̩²³
無	m̩⁵³
夢	mɑ̃³⁴
網	mɑ̃²³
鎇	mɛ⁵³
鎂	mɛ²³
謎	mɛ⁵³
沒	məˀ¹²
歿	məˀ¹²
貓	mɔ⁵³
氂	mɔ⁵³
錨	mɔ⁵³
鉚	mɔ²³
顢	mø⁵³
饅	mø⁵³
瞞	mø⁵³
鰻	mø⁵³
滿	mø²³
蟎	mø²³
縵	mø³⁴
鏝	mø³⁴
貿	mɤ³⁴
繆	mɤ⁵³
謀	mɤ⁵³
門	məŋ⁵³
捫	məŋ⁵³
鍆	məŋ⁵³
悶	məŋ⁵³
悶	məŋ³⁴
懣	məŋ³⁴
們	məŋ⁵³
聞	məŋ⁵³
問	məŋ³⁴
嘜	mɑˀ¹²
麥	mɑˀ¹²
脈	mɑˀ¹²
驀	mɑˀ¹²
襪	mɑˀ¹²
嗎	mɑ
買	mɑ²³
蕒	mɑ²³
勱	mɑ³⁴
邁	mɑ³⁴
賣	mɑ³⁴
鶓	miɔ⁵³
緲	miɔ²³
廟	miɔ³⁴
繆	miɔ³⁴
緡	min⁵³
閔	min²³
閩	min²³
憫	min²³
鰵	min²³
鳴	min⁵³
銘	min⁵³
鶥	mi⁵³
彌	mi⁵³
獼	mi⁵³
謎	mi⁵³
羋	mi²³
覓	miɪˀ¹²
冪	miɪˀ¹²
謐	miɪˀ¹²
滅	miɪˀ¹²
綿	mi⁵³
黽	mi²³
緬	mi²³
麵	mi³⁴
幺	moˀ¹²
麼	moˀ¹²
麽	moˀ¹²
鏌	moˀ¹²
鉬	moˀ¹²
夢	moŋ³⁴
馬	mo²³
獁	mo²³
瑪	mo²³
碼	mo²³
螞	mo²³
榪	mo³⁴
罵	mo³⁴
駡	mo³⁴
嗎	mo²³
無	mo⁵³
嬤	mu²³
謨	mu⁵³
饃	mu⁵³
饢	nɑ̃⁵³
納	nɑˀ¹²
鈉	nɑˀ¹²
訥	nɑˀ¹²
吶	nɑˀ¹²
撓	nɔ⁵³
鐃	nɔ⁵³
堖	nɔ²³
惱	nɔ²³
腦	nɔ²³
鬧	nɔ³⁴
內	nɛ³⁴
餒	nɛ²³
鎿	nɑ⁵³
農	noŋ⁵³
儂	noŋ⁵³
噥	noŋ⁵³
膿	noŋ⁵³
諾	noˀ¹²
鍩	noˀ¹²
駑	nu⁵³
儺	nu⁵³
吳	ŋ⁵³
魚	ŋ⁵³
頇	ŋø³⁴
顏	ŋɛ⁵³
顔	ŋɛ⁵³
贋	ŋɛ³⁴
贗	ŋɛ³⁴
額	ŋəˀ¹²
訝	ŋɑ³⁴
鰲	ŋɔ⁵³
驁	ŋɔ⁵³
諤	ŋoˀ¹²
齶	ŋoˀ¹²
鍔	ŋoˀ¹²
鶚	ŋoˀ¹²
顎	ŋoˀ¹²
鰐	ŋoˀ¹²
鱷	ŋoˀ¹²
鶴	ŋoˀ¹²
訛	ŋu⁵³
鋨	ŋu⁵³
鵝	ŋu⁵³
餓	ŋu³⁴
誤	ŋu³⁴
濃	ɲioŋ⁵³
絨	ɲioŋ⁵³
兒	ɲi⁵³
鴯	ɲi⁵³
鮞	ɲi⁵³
貳	ɲi³⁴
禰	ɲi²³
鯢	ɲi⁵³
擬	ɲi²³
膩	ɲi³⁴
儀	ɲi⁵³
艤	ɲi²³
蟻	ɲi²³
義	ɲi³⁴
藝	ɲi³⁴
議	ɲi³⁴
囈	ɲi³⁴
詣	ɲi³⁴
誼	ɲi³⁴
隉	ɲiɪˀ¹²
聶	ɲiɪˀ¹²
嚙	ɲiɪˀ¹²
囁	ɲiɪˀ¹²
鑷	ɲiɪˀ¹²
鎳	ɲiɪˀ¹²
顳	ɲiɪˀ¹²
躡	ɲiɪˀ¹²
櫱	ɲiɪˀ¹²
熱	ɲiɪˀ¹²
業	ɲiɪˀ¹²
鄴	ɲiɪˀ¹²
僥	ɲiɔ⁵³
蟯	ɲiɔ⁵³
鳥	ɲiɔ²³
裊	ɲiɔ²³
蕘	ɲiɔ⁵³
饒	ɲiɔ⁵³
橈	ɲiɔ⁵³
嬈	ɲiɔ²³
繞	ɲiɔ³⁴
堯	ɲiɔ⁵³
釀	ɲiɑ̃³⁴
讓	ɲiɑ̃³⁴
賃	ɲiɲ³⁴
寧	ɲiɲ⁵³
嚀	ɲiɲ⁵³
擰	ɲiɲ⁵³
獰	ɲiɲ⁵³
檸	ɲiɲ⁵³
聹	ɲiɲ⁵³
濘	ɲiɲ⁵³
認	ɲiɲ³⁴
韌	ɲiɲ³⁴
飪	ɲiɲ²³
閏	ɲiɲ³⁴
銀	ɲiɲ⁵³
齦	ɲiɲ⁵³
紐	ɲiɤ²³
鈕	ɲiɤ²³
釹	ɲy²³
娛	ɲy⁵³
俁	ɲy²³
語	ɲy²³
齬	ɲy²³
馭	ɲy³⁴
禦	ɲy³⁴
隉	ɲiɪˀ¹²
聶	ɲiɪˀ¹²
嚙	ɲiɪˀ¹²
囁	ɲiɪˀ¹²
鑷	ɲiɪˀ¹²
鎳	ɲiɪˀ¹²
顳	ɲiɪˀ¹²
躡	ɲiɪˀ¹²
櫱	ɲiɪˀ¹²
熱	ɲiɪˀ¹²
業	ɲiɪˀ¹²
鄴	ɲiɪˀ¹²
堊	oˀ⁵⁵
惡	oˀ⁵⁵
鸌	oˀ⁵⁵
齷	oˀ⁵⁵
襖	ɔ²³
媼	ɔ²³
嶴	ɔ³⁴
奧	ɔ³⁴
幫	pɑ̃⁵³
綁	pɑ̃²³
謗	pɑ̃³⁴
齙	pɔ⁵³
寶	pɔ²³
飽	pɔ²³
鴇	pɔ²³
報	pɔ³⁴
閉	pi³⁴
鈽	pu⁵³
補	pu²³
譜	pu²³
絆	pø³⁴
賁	pən⁵³
錛	pən⁵³
頒	pɛ⁵³
闆	pɛ²³
鈑	pɛ²³
鈀	pa⁵³
擺	pa²³
賓	pin⁵³
儐	pin³⁴
濱	pin⁵³
繽	pin⁵³
檳	pin⁵³
鑌	pin⁵³
瀕	pin⁵³
擯	pin²³
殯	pin³⁴
臏	pin³⁴
鬢	pin³⁴
餅	pin²³
稟	pin²³
並	pin³⁴
併	pin³⁴
筆	piɪˀ⁵⁵
畢	piɪˀ⁵⁵
嗶	piɪˀ⁵⁵
蓽	piɪˀ⁵⁵
鉍	piɪˀ⁵⁵
篳	piɪˀ⁵⁵
潷	piɪˀ⁵⁵
蹕	piɪˀ⁵⁵
鱉	piɪˀ⁵⁵
癟	piɪˀ⁵⁵
剝	poˀ⁵⁵
駁	poˀ⁵⁵
蔔	poˀ⁵⁵
壩	po³⁴
騙	pʰi³⁴
釙	pʰoˀ⁵⁵
撲	pʰoˀ⁵⁵
樸	pʰoˀ⁵⁵
噴	pʰəŋ⁵³
頗	pʰu⁵³
鉕	pʰu²³
鋪	pʰu⁵³
鋪	pʰu³⁴
鐠	pʰu²³
鎊	pʰɑ̃⁵³
參	sɛ⁵³
叄	sɛ⁵³
傘	sɛ³⁴
饊	sɛ²³
刪	sɛ⁵³
姍	sɛ⁵³
釤	sɛ³⁴
訕	sɛ³⁴
賜	sɿ³⁴
屍	sɿ⁵³
師	sɿ⁵³
詩	sɿ⁵³
獅	sɿ⁵³
釃	sɿ⁵³
駛	sɿ²³
勢	sɿ³⁴
試	sɿ³⁴
貰	sɿ³⁴
弒	sɿ³⁴
書	sɿ⁵³
紓	sɿ⁵³
樞	sɿ⁵³
輸	sɿ⁵³
糹	sɿ⁵³
絲	sɿ⁵³
噝	sɿ⁵³
鷥	sɿ⁵³
緦	sɿ⁵³
螄	sɿ⁵³
廝	sɿ⁵³
鍶	sɿ⁵³
駟	sɿ³⁴
繰	sɔ⁵³
騷	sɔ⁵³
繅	sɔ⁵³
鰠	sɔ⁵³
掃	sɔ²³
燒	sɔ⁵³
殤	sɑ̃⁵³
觴	sɑ̃⁵³
聲	sɑ̃⁵³
參	səŋ⁵³
紳	səŋ⁵³
詵	səŋ⁵³
瀋	səŋ²³
審	səŋ²³
諗	səŋ²³
嬸	səŋ²³
瀋	səŋ²³
滲	səŋ³⁴
勝	səŋ⁵³
聖	səŋ³⁴
孫	səŋ⁵³
猻	səŋ⁵³
蓀	səŋ⁵³
損	səŋ²³
筍	səŋ²³
遜	səŋ³⁴
嗇	səˀ⁵⁵
設	səˀ⁵⁵
識	səˀ⁵⁵
飾	səˀ⁵⁵
說	səˀ⁵⁵
説	səˀ⁵⁵
銳	sø³⁴
鋭	sø³⁴
毿	sø⁵³
糝	sø²³
閃	sø²³
陝	sø²³
騸	sø³⁴
捨	sø³⁴
閂	sø⁵³
稅	sø³⁴
說	sø³⁴
説	sø³⁴
雖	sø⁵³
綏	sø⁵³
歲	sø³⁴
誶	sø³⁴
獸	sɤ³⁴
餿	sɤ⁵³
颼	sɤ⁵³
鎪	sɤ⁵³
擻	sɤ²³
藪	sɤ²³
灑	sa²³
篩	sa⁵³
廈	sa³⁴
薩	sɑˀ⁵⁵
殺	sɑˀ⁵⁵
紗	so⁵³
鯊	so⁵³
曬	so³⁴
賒	so⁵³
捨	so²³
厙	so³⁴
鬆	soŋ⁵³
慫	soŋ²³
聳	soŋ²³
數	su²³
蘇	su⁵³
穌	su⁵³
訴	su³⁴
嗩	su²³
瑣	su²³
鎖	su²³
須	su⁵³
鬚	su⁵³
島	tɔ²³
搗	tɔ²³
禱	tɔ²³
對	tɛ³⁴
鐺	tɑ̃⁵³
噹	tɑ̃⁵³
當	tɑ̃⁵³
璫	tɑ̃⁵³
襠	tɑ̃⁵³
擋	tɑ̃²³
黨	tɑ̃²³
讜	tɑ̃²³
檔	tɑ̃³⁴
鬥	tɤ²³
斷	tø³⁴
鍛	tø³⁴
籪	tø²³
燈	təŋ⁵³
鐙	təŋ³⁴
鐓	təŋ⁵³
噸	təŋ⁵³
躉	təŋ²³
燉	təŋ³⁴
頓	təŋ³⁴
帶	ta³⁴
丟	tiɤ⁵³
銩	tiɤ⁵³
鯛	tiɔ⁵³
釣	tiɔ³⁴
窵	tiɔ³⁴
銱	tiɔ³⁴
釕	tiɔ²³
鳥	tiɔ²³
蔦	tiɔ²³
銚	tiɔ³⁴
顛	ti⁵³
巔	ti⁵³
癲	ti⁵³
點	ti²³
鏑	tiɪˀ⁵⁵
釘	tin⁵³
頂	tin²³
訂	tin³⁴
東	toŋ⁵³
崬	toŋ⁵³
鶇	toŋ⁵³
凍	toŋ³⁴
棟	toŋ³⁴
腖	toŋ⁵³
篤	toˀ⁵⁵
賭	tu²³
綞	tu²³
湯	tʰɑ̃⁵³
鐋	tʰɑ̃⁵³
鏜	tʰɑ̃⁵³
儻	tʰɑ̃²³
燙	tʰɑ̃³⁴
攤	tʰɛ⁵³
灘	tʰɛ⁵³
癱	tʰɛ⁵³
鉭	tʰɛ²³
嘆	tʰɛ³⁴
賧	tʰɛ³⁴
鋱	tʰəˀ⁵⁵
脫	tʰəˀ⁵⁵
貪	tʰø⁵³
鈄	tʰɤ²³
鉈	tʰɑ⁵³
鈦	tʰɑ³⁴
韃	tʰɑˀ⁵⁵
獺	tʰɑˀ⁵⁵
鰨	tʰɑˀ⁵⁵
統	tʰoŋ²³
釷	tʰu²³
橢	tʰu²³
禿	tʰoˀ⁵⁵
籜	tʰoˀ⁵⁵
絛	tʰɔ⁵³
縧	tʰɔ⁵³
韜	tʰɔ⁵³
討	tʰɔ²³
貼	tʰiɪˀ⁵⁵
鐵	tʰiɪˀ⁵⁵
糶	tʰiɔ³⁴
廳	tʰiɲ⁵³
聽	tʰiɲ⁵³
烴	tʰiɲ⁵³
靦	tʰi²³
譏	ʨi⁵³
嘰	ʨi⁵³
飢	ʨi⁵³
饑	ʨi⁵³
機	ʨi⁵³
璣	ʨi⁵³
磯	ʨi⁵³
雞	ʨi⁵³
鷄	ʨi⁵³
羈	ʨi⁵³
幾	ʨi²³
蟣	ʨi²³
計	ʨi³⁴
記	ʨi³⁴
紀	ʨi³⁴
繼	ʨi³⁴
覬	ʨi³⁴
薊	ʨi³⁴
驥	ʨi³⁴
係	ʨi³⁴
繫	ʨi³⁴
頡	ʨiɑˀ⁵⁵
鎘	ʨiɑˀ⁵⁵
夾	ʨiɑˀ⁵⁵
郟	ʨiɑˀ⁵⁵
榿	ʨʰi⁵³
豈	ʨʰi²³
啓	ʨʰi²³
啟	ʨʰi²³
綺	ʨʰi²³
氣	ʨʰi³⁴
棄	ʨʰi³⁴
將	ʨiɑ̃³⁴
漿	ʨiɑ̃⁵³
奬	ʨiɑ̃²³
獎	ʨiɑ̃²³
槳	ʨiɑ̃²³
蔣	ʨiɑ̃²³
醬	ʨiɑ̃³⁴
嬌	ʨiɔ⁵³
澆	ʨiɔ⁵³
驕	ʨiɔ⁵³
撟	ʨiɔ²³
餃	ʨiɔ²³
矯	ʨiɔ²³
繳	ʨiɔ²³
較	ʨiɔ³⁴
梟	ʨiɔ⁵³
驍	ʨiɔ⁵³
糾	ʨiɤ⁵³
鳩	ʨiɤ⁵³
鬮	ʨiɤ⁵³
廄	ʨiɤ³⁴
跡	ʨiɪˀ⁵⁵
積	ʨiɪˀ⁵⁵
績	ʨiɪˀ⁵⁵
鶺	ʨiɪˀ⁵⁵
鯽	ʨiɪˀ⁵⁵
浹	ʨiɪˀ⁵⁵
癤	ʨiɪˀ⁵⁵
節	ʨiɪˀ⁵⁵
釒	ʨin⁵³
緊	ʨin²³
謹	ʨin²³
錦	ʨin²³
勁	ʨin³⁴
涇	ʨin⁵³
經	ʨin⁵³
莖	ʨin⁵³
荊	ʨin⁵³
驚	ʨin⁵³
剄	ʨin²³
頸	ʨin²³
弳	ʨin³⁴
徑	ʨin³⁴
逕	ʨin³⁴
脛	ʨin³⁴
鏡	ʨin³⁴
龜	ʨyn⁵³
軍	ʨyn⁵³
鈞	ʨyn⁵³
皸	ʨyn⁵³
龔	ʨioŋ⁵³
車	ʨy⁵³
歸	ʨy⁵³
龜	ʨy⁵³
貴	ʨy³⁴
鱖	ʨy³⁴
駒	ʨy⁵³
舉	ʨy²³
櫸	ʨy²³
據	ʨy³⁴
鋸	ʨy³⁴
屨	ʨy³⁴
給	ʨyəˀ⁵⁵
擊	ʨyəˀ⁵⁵
級	ʨyəˀ⁵⁵
莢	ʨyəˀ⁵⁵
鋏	ʨyəˀ⁵⁵
蛺	ʨyəˀ⁵⁵
頰	ʨyəˀ⁵⁵
訐	ʨyəˀ⁵⁵
潔	ʨyəˀ⁵⁵
結	ʨyəˀ⁵⁵
賈	ʨʰiɑ²³
誡	ʨʰiɑ³⁴
蹺	ʨʰiɔ⁵³
鞽	ʨʰiɔ⁵³
竅	ʨʰiɔ³⁴
翹	ʨʰiɔ³⁴
嗆	ʨʰiɑ̃³⁴
槍	ʨʰiɑ̃⁵³
蹌	ʨʰiɑ̃⁵³
錆	ʨʰiɑ̃⁵³
鏘	ʨʰiɑ̃⁵³
搶	ʨʰiɑ̃²³
熗	ʨʰiɑ̃³⁴
榿	ʨʰi⁵³
豈	ʨʰi²³
啓	ʨʰi²³
啟	ʨʰi²³
綺	ʨʰi²³
氣	ʨʰi³⁴
棄	ʨʰi³⁴
勸	ʨʰy³⁴
鰍	ʨʰiɤ⁵³
緝	ʨʰiɪˀ⁵⁵
輯	ʨʰiɪˀ⁵⁵
磧	ʨʰiɪˀ⁵⁵
竊	ʨʰiɪˀ⁵⁵
親	ʨʰiɲ⁵³
鋟	ʨʰiɲ⁵³
寢	ʨʰiɲ²³
唚	ʨʰiɲ³⁴
鯖	ʨʰiɲ⁵³
請	ʨʰiɲ²³
詘	ʨʰyəˀ⁵⁵
闋	ʨʰyəˀ⁵⁵
闕	ʨʰyəˀ⁵⁵
側	ʦə⁵⁵
絀	ʦə⁵⁵
懾	ʦə⁵⁵
則	ʦə⁵⁵
責	ʦə⁵⁵
嘖	ʦə⁵⁵
輒	ʦə⁵⁵
這	ʦə⁵⁵
織	ʦə⁵⁵
執	ʦə⁵⁵
職	ʦə⁵⁵
縶	ʦə⁵⁵
衹	ʦə⁵⁵
隻	ʦə⁵⁵
質	ʦə⁵⁵
櫛	ʦə⁵⁵
騭	ʦə⁵⁵
災	ʦɛ⁵³
載	ʦɛ²³
盞	ʦɛ⁵³
撾	ʦo⁵³
詐	ʦo³⁴
吒	ʦo³⁴
鍺	ʦo²³
這	ʦo³⁴
鷓	ʦo³⁴
蓯	ʦoŋ²³
樅	ʦoŋ⁵³
終	ʦoŋ⁵³
鍾	ʦoŋ⁵³
鐘	ʦoŋ⁵³
鍾	ʦoŋ⁵³
腫	ʦoŋ²³
種	ʦoŋ²³
種	ʦoŋ³⁴
